cid;grupo_cid;descricao_grupo
A47.2;A00-B99;Doenças infecciosas e parasitárias
A47.3;A00-B99;Doenças infecciosas e parasitárias
A47.4;A00-B99;Doenças infecciosas e parasitárias
A47.5;A00-B99;Doenças infecciosas e parasitárias
A47.6;A00-B99;Doenças infecciosas e parasitárias
A47.7;A00-B99;Doenças infecciosas e parasitárias
A47.8;A00-B99;Doenças infecciosas e parasitárias
A47.9;A00-B99;Doenças infecciosas e parasitárias
A48;A00-B99;Doenças infecciosas e parasitárias
A48.0;A00-B99;Doenças infecciosas e parasitárias
A48.1;A00-B99;Doenças infecciosas e parasitárias
A48.2;A00-B99;Doenças infecciosas e parasitárias
A48.3;A00-B99;Doenças infecciosas e parasitárias
A48.4;A00-B99;Doenças infecciosas e parasitárias
A48.5;A00-B99;Doenças infecciosas e parasitárias
A48.6;A00-B99;Doenças infecciosas e parasitárias
A48.7;A00-B99;Doenças infecciosas e parasitárias
A48.8;A00-B99;Doenças infecciosas e parasitárias
A48.9;A00-B99;Doenças infecciosas e parasitárias
A49;A00-B99;Doenças infecciosas e parasitárias
A49.0;A00-B99;Doenças infecciosas e parasitárias
A49.1;A00-B99;Doenças infecciosas e parasitárias
A49.2;A00-B99;Doenças infecciosas e parasitárias
A49.3;A00-B99;Doenças infecciosas e parasitárias
A49.4;A00-B99;Doenças infecciosas e parasitárias
A49.5;A00-B99;Doenças infecciosas e parasitárias
A49.6;A00-B99;Doenças infecciosas e parasitárias
A49.7;A00-B99;Doenças infecciosas e parasitárias
A49.8;A00-B99;Doenças infecciosas e parasitárias
A49.9;A00-B99;Doenças infecciosas e parasitárias
A50;A00-B99;Doenças infecciosas e parasitárias
A50.0;A00-B99;Doenças infecciosas e parasitárias
A50.1;A00-B99;Doenças infecciosas e parasitárias
A50.2;A00-B99;Doenças infecciosas e parasitárias
A50.3;A00-B99;Doenças infecciosas e parasitárias
A50.4;A00-B99;Doenças infecciosas e parasitárias
A50.5;A00-B99;Doenças infecciosas e parasitárias
A50.6;A00-B99;Doenças infecciosas e parasitárias
A50.7;A00-B99;Doenças infecciosas e parasitárias
A50.8;A00-B99;Doenças infecciosas e parasitárias
A50.9;A00-B99;Doenças infecciosas e parasitárias
A51;A00-B99;Doenças infecciosas e parasitárias
A51.0;A00-B99;Doenças infecciosas e parasitárias
A51.1;A00-B99;Doenças infecciosas e parasitárias
A51.2;A00-B99;Doenças infecciosas e parasitárias
A51.3;A00-B99;Doenças infecciosas e parasitárias
A51.4;A00-B99;Doenças infecciosas e parasitárias
A51.5;A00-B99;Doenças infecciosas e parasitárias
A51.6;A00-B99;Doenças infecciosas e parasitárias
A51.7;A00-B99;Doenças infecciosas e parasitárias
A51.8;A00-B99;Doenças infecciosas e parasitárias
A51.9;A00-B99;Doenças infecciosas e parasitárias
A52;A00-B99;Doenças infecciosas e parasitárias
A52.0;A00-B99;Doenças infecciosas e parasitárias
A52.1;A00-B99;Doenças infecciosas e parasitárias
A52.2;A00-B99;Doenças infecciosas e parasitárias
A52.3;A00-B99;Doenças infecciosas e parasitárias
A52.4;A00-B99;Doenças infecciosas e parasitárias
A52.5;A00-B99;Doenças infecciosas e parasitárias
A52.6;A00-B99;Doenças infecciosas e parasitárias
A52.7;A00-B99;Doenças infecciosas e parasitárias
A52.8;A00-B99;Doenças infecciosas e parasitárias
A52.9;A00-B99;Doenças infecciosas e parasitárias
A53;A00-B99;Doenças infecciosas e parasitárias
A53.0;A00-B99;Doenças infecciosas e parasitárias
A53.1;A00-B99;Doenças infecciosas e parasitárias
A53.2;A00-B99;Doenças infecciosas e parasitárias
A53.3;A00-B99;Doenças infecciosas e parasitárias
A53.4;A00-B99;Doenças infecciosas e parasitárias
A53.5;A00-B99;Doenças infecciosas e parasitárias
A53.6;A00-B99;Doenças infecciosas e parasitárias
A53.7;A00-B99;Doenças infecciosas e parasitárias
A53.8;A00-B99;Doenças infecciosas e parasitárias
A53.9;A00-B99;Doenças infecciosas e parasitárias
A54;A00-B99;Doenças infecciosas e parasitárias
A54.0;A00-B99;Doenças infecciosas e parasitárias
A54.1;A00-B99;Doenças infecciosas e parasitárias
A54.2;A00-B99;Doenças infecciosas e parasitárias
A54.3;A00-B99;Doenças infecciosas e parasitárias
A54.4;A00-B99;Doenças infecciosas e parasitárias
A54.5;A00-B99;Doenças infecciosas e parasitárias
A54.6;A00-B99;Doenças infecciosas e parasitárias
A54.7;A00-B99;Doenças infecciosas e parasitárias
A54.8;A00-B99;Doenças infecciosas e parasitárias
A54.9;A00-B99;Doenças infecciosas e parasitárias
A55;A00-B99;Doenças infecciosas e parasitárias
A55.0;A00-B99;Doenças infecciosas e parasitárias
A55.1;A00-B99;Doenças infecciosas e parasitárias
A55.2;A00-B99;Doenças infecciosas e parasitárias
A55.3;A00-B99;Doenças infecciosas e parasitárias
A55.4;A00-B99;Doenças infecciosas e parasitárias
A55.5;A00-B99;Doenças infecciosas e parasitárias
A55.6;A00-B99;Doenças infecciosas e parasitárias
A55.7;A00-B99;Doenças infecciosas e parasitárias
A55.8;A00-B99;Doenças infecciosas e parasitárias
A55.9;A00-B99;Doenças infecciosas e parasitárias
A56;A00-B99;Doenças infecciosas e parasitárias
A56.0;A00-B99;Doenças infecciosas e parasitárias
A56.1;A00-B99;Doenças infecciosas e parasitárias
A56.2;A00-B99;Doenças infecciosas e parasitárias
A56.3;A00-B99;Doenças infecciosas e parasitárias
A56.4;A00-B99;Doenças infecciosas e parasitárias
A56.5;A00-B99;Doenças infecciosas e parasitárias
A56.6;A00-B99;Doenças infecciosas e parasitárias
A56.7;A00-B99;Doenças infecciosas e parasitárias
A56.8;A00-B99;Doenças infecciosas e parasitárias
A56.9;A00-B99;Doenças infecciosas e parasitárias
A57;A00-B99;Doenças infecciosas e parasitárias
A57.0;A00-B99;Doenças infecciosas e parasitárias
A57.1;A00-B99;Doenças infecciosas e parasitárias
A57.2;A00-B99;Doenças infecciosas e parasitárias
A57.3;A00-B99;Doenças infecciosas e parasitárias
A57.4;A00-B99;Doenças infecciosas e parasitárias
A57.5;A00-B99;Doenças infecciosas e parasitárias
A57.6;A00-B99;Doenças infecciosas e parasitárias
A57.7;A00-B99;Doenças infecciosas e parasitárias
A57.8;A00-B99;Doenças infecciosas e parasitárias
A57.9;A00-B99;Doenças infecciosas e parasitárias
A58;A00-B99;Doenças infecciosas e parasitárias
A58.0;A00-B99;Doenças infecciosas e parasitárias
A58.1;A00-B99;Doenças infecciosas e parasitárias
A58.2;A00-B99;Doenças infecciosas e parasitárias
A58.3;A00-B99;Doenças infecciosas e parasitárias
A58.4;A00-B99;Doenças infecciosas e parasitárias
A58.5;A00-B99;Doenças infecciosas e parasitárias
A58.6;A00-B99;Doenças infecciosas e parasitárias
A58.7;A00-B99;Doenças infecciosas e parasitárias
A58.8;A00-B99;Doenças infecciosas e parasitárias
A58.9;A00-B99;Doenças infecciosas e parasitárias
A59;A00-B99;Doenças infecciosas e parasitárias
A59.0;A00-B99;Doenças infecciosas e parasitárias
A59.1;A00-B99;Doenças infecciosas e parasitárias
A59.2;A00-B99;Doenças infecciosas e parasitárias
A59.3;A00-B99;Doenças infecciosas e parasitárias
A59.4;A00-B99;Doenças infecciosas e parasitárias
A59.5;A00-B99;Doenças infecciosas e parasitárias
A59.6;A00-B99;Doenças infecciosas e parasitárias
A59.7;A00-B99;Doenças infecciosas e parasitárias
A59.8;A00-B99;Doenças infecciosas e parasitárias
A59.9;A00-B99;Doenças infecciosas e parasitárias
A60;A00-B99;Doenças infecciosas e parasitárias
A60.0;A00-B99;Doenças infecciosas e parasitárias
A60.1;A00-B99;Doenças infecciosas e parasitárias
A60.2;A00-B99;Doenças infecciosas e parasitárias
A60.3;A00-B99;Doenças infecciosas e parasitárias
A60.4;A00-B99;Doenças infecciosas e parasitárias
A60.5;A00-B99;Doenças infecciosas e parasitárias
A60.6;A00-B99;Doenças infecciosas e parasitárias
A60.7;A00-B99;Doenças infecciosas e parasitárias
A60.8;A00-B99;Doenças infecciosas e parasitárias
A60.9;A00-B99;Doenças infecciosas e parasitárias
A61;A00-B99;Doenças infecciosas e parasitárias
A61.0;A00-B99;Doenças infecciosas e parasitárias
A61.1;A00-B99;Doenças infecciosas e parasitárias
A61.2;A00-B99;Doenças infecciosas e parasitárias
A61.3;A00-B99;Doenças infecciosas e parasitárias
A61.4;A00-B99;Doenças infecciosas e parasitárias
A61.5;A00-B99;Doenças infecciosas e parasitárias
A61.6;A00-B99;Doenças infecciosas e parasitárias
A61.7;A00-B99;Doenças infecciosas e parasitárias
A61.8;A00-B99;Doenças infecciosas e parasitárias
A61.9;A00-B99;Doenças infecciosas e parasitárias
A62;A00-B99;Doenças infecciosas e parasitárias
A62.0;A00-B99;Doenças infecciosas e parasitárias
A62.1;A00-B99;Doenças infecciosas e parasitárias
A62.2;A00-B99;Doenças infecciosas e parasitárias
A62.3;A00-B99;Doenças infecciosas e parasitárias
A62.4;A00-B99;Doenças infecciosas e parasitárias
A62.5;A00-B99;Doenças infecciosas e parasitárias
A62.6;A00-B99;Doenças infecciosas e parasitárias
A62.7;A00-B99;Doenças infecciosas e parasitárias
A62.8;A00-B99;Doenças infecciosas e parasitárias
A62.9;A00-B99;Doenças infecciosas e parasitárias
A63;A00-B99;Doenças infecciosas e parasitárias
A63.0;A00-B99;Doenças infecciosas e parasitárias
A63.1;A00-B99;Doenças infecciosas e parasitárias
A63.2;A00-B99;Doenças infecciosas e parasitárias
A63.3;A00-B99;Doenças infecciosas e parasitárias
A63.4;A00-B99;Doenças infecciosas e parasitárias
A63.5;A00-B99;Doenças infecciosas e parasitárias
A63.6;A00-B99;Doenças infecciosas e parasitárias
A63.7;A00-B99;Doenças infecciosas e parasitárias
A63.8;A00-B99;Doenças infecciosas e parasitárias
A63.9;A00-B99;Doenças infecciosas e parasitárias
A64;A00-B99;Doenças infecciosas e parasitárias
A64.0;A00-B99;Doenças infecciosas e parasitárias
A64.1;A00-B99;Doenças infecciosas e parasitárias
A64.2;A00-B99;Doenças infecciosas e parasitárias
A64.3;A00-B99;Doenças infecciosas e parasitárias
A64.4;A00-B99;Doenças infecciosas e parasitárias
A64.5;A00-B99;Doenças infecciosas e parasitárias
A64.6;A00-B99;Doenças infecciosas e parasitárias
A64.7;A00-B99;Doenças infecciosas e parasitárias
A64.8;A00-B99;Doenças infecciosas e parasitárias
A64.9;A00-B99;Doenças infecciosas e parasitárias
A65;A00-B99;Doenças infecciosas e parasitárias
A65.0;A00-B99;Doenças infecciosas e parasitárias
A65.1;A00-B99;Doenças infecciosas e parasitárias
A65.2;A00-B99;Doenças infecciosas e parasitárias
A65.3;A00-B99;Doenças infecciosas e parasitárias
A65.4;A00-B99;Doenças infecciosas e parasitárias
A65.5;A00-B99;Doenças infecciosas e parasitárias
A65.6;A00-B99;Doenças infecciosas e parasitárias
A65.7;A00-B99;Doenças infecciosas e parasitárias
A65.8;A00-B99;Doenças infecciosas e parasitárias
A65.9;A00-B99;Doenças infecciosas e parasitárias
A66;A00-B99;Doenças infecciosas e parasitárias
A66.0;A00-B99;Doenças infecciosas e parasitárias
A66.1;A00-B99;Doenças infecciosas e parasitárias
A66.2;A00-B99;Doenças infecciosas e parasitárias
A66.3;A00-B99;Doenças infecciosas e parasitárias
A66.4;A00-B99;Doenças infecciosas e parasitárias
A66.5;A00-B99;Doenças infecciosas e parasitárias
A66.6;A00-B99;Doenças infecciosas e parasitárias
A66.7;A00-B99;Doenças infecciosas e parasitárias
A66.8;A00-B99;Doenças infecciosas e parasitárias
A66.9;A00-B99;Doenças infecciosas e parasitárias
A67;A00-B99;Doenças infecciosas e parasitárias
A67.0;A00-B99;Doenças infecciosas e parasitárias
A67.1;A00-B99;Doenças infecciosas e parasitárias
A67.2;A00-B99;Doenças infecciosas e parasitárias
A67.3;A00-B99;Doenças infecciosas e parasitárias
A67.4;A00-B99;Doenças infecciosas e parasitárias
A67.5;A00-B99;Doenças infecciosas e parasitárias
A67.6;A00-B99;Doenças infecciosas e parasitárias
A67.7;A00-B99;Doenças infecciosas e parasitárias
A67.8;A00-B99;Doenças infecciosas e parasitárias
A67.9;A00-B99;Doenças infecciosas e parasitárias
A68;A00-B99;Doenças infecciosas e parasitárias
A68.0;A00-B99;Doenças infecciosas e parasitárias
A68.1;A00-B99;Doenças infecciosas e parasitárias
A68.2;A00-B99;Doenças infecciosas e parasitárias
A68.3;A00-B99;Doenças infecciosas e parasitárias
A68.4;A00-B99;Doenças infecciosas e parasitárias
A68.5;A00-B99;Doenças infecciosas e parasitárias
A68.6;A00-B99;Doenças infecciosas e parasitárias
A68.7;A00-B99;Doenças infecciosas e parasitárias
A68.8;A00-B99;Doenças infecciosas e parasitárias
A68.9;A00-B99;Doenças infecciosas e parasitárias
A69;A00-B99;Doenças infecciosas e parasitárias
A69.0;A00-B99;Doenças infecciosas e parasitárias
A69.1;A00-B99;Doenças infecciosas e parasitárias
A69.2;A00-B99;Doenças infecciosas e parasitárias
A69.3;A00-B99;Doenças infecciosas e parasitárias
A69.4;A00-B99;Doenças infecciosas e parasitárias
A69.5;A00-B99;Doenças infecciosas e parasitárias
A69.6;A00-B99;Doenças infecciosas e parasitárias
A69.7;A00-B99;Doenças infecciosas e parasitárias
A69.8;A00-B99;Doenças infecciosas e parasitárias
A69.9;A00-B99;Doenças infecciosas e parasitárias
A70;A00-B99;Doenças infecciosas e parasitárias
A70.0;A00-B99;Doenças infecciosas e parasitárias
A70.1;A00-B99;Doenças infecciosas e parasitárias
A70.2;A00-B99;Doenças infecciosas e parasitárias
A70.3;A00-B99;Doenças infecciosas e parasitárias
A70.4;A00-B99;Doenças infecciosas e parasitárias
A70.5;A00-B99;Doenças infecciosas e parasitárias
A70.6;A00-B99;Doenças infecciosas e parasitárias
A70.7;A00-B99;Doenças infecciosas e parasitárias
A70.8;A00-B99;Doenças infecciosas e parasitárias
A70.9;A00-B99;Doenças infecciosas e parasitárias
A71;A00-B99;Doenças infecciosas e parasitárias
A71.0;A00-B99;Doenças infecciosas e parasitárias
A71.1;A00-B99;Doenças infecciosas e parasitárias
A71.2;A00-B99;Doenças infecciosas e parasitárias
A71.3;A00-B99;Doenças infecciosas e parasitárias
A71.4;A00-B99;Doenças infecciosas e parasitárias
A71.5;A00-B99;Doenças infecciosas e parasitárias
A71.6;A00-B99;Doenças infecciosas e parasitárias
A71.7;A00-B99;Doenças infecciosas e parasitárias
A71.8;A00-B99;Doenças infecciosas e parasitárias
A71.9;A00-B99;Doenças infecciosas e parasitárias
A72;A00-B99;Doenças infecciosas e parasitárias
A72.0;A00-B99;Doenças infecciosas e parasitárias
A72.1;A00-B99;Doenças infecciosas e parasitárias
A72.2;A00-B99;Doenças infecciosas e parasitárias
A72.3;A00-B99;Doenças infecciosas e parasitárias
A72.4;A00-B99;Doenças infecciosas e parasitárias
A72.5;A00-B99;Doenças infecciosas e parasitárias
A72.6;A00-B99;Doenças infecciosas e parasitárias
A72.7;A00-B99;Doenças infecciosas e parasitárias
A72.8;A00-B99;Doenças infecciosas e parasitárias
A72.9;A00-B99;Doenças infecciosas e parasitárias
A73;A00-B99;Doenças infecciosas e parasitárias
A73.0;A00-B99;Doenças infecciosas e parasitárias
A73.1;A00-B99;Doenças infecciosas e parasitárias
A73.2;A00-B99;Doenças infecciosas e parasitárias
A73.3;A00-B99;Doenças infecciosas e parasitárias
A73.4;A00-B99;Doenças infecciosas e parasitárias
A73.5;A00-B99;Doenças infecciosas e parasitárias
A73.6;A00-B99;Doenças infecciosas e parasitárias
A73.7;A00-B99;Doenças infecciosas e parasitárias
A73.8;A00-B99;Doenças infecciosas e parasitárias
A73.9;A00-B99;Doenças infecciosas e parasitárias
A74;A00-B99;Doenças infecciosas e parasitárias
A74.0;A00-B99;Doenças infecciosas e parasitárias
A74.1;A00-B99;Doenças infecciosas e parasitárias
A74.2;A00-B99;Doenças infecciosas e parasitárias
A74.3;A00-B99;Doenças infecciosas e parasitárias
A74.4;A00-B99;Doenças infecciosas e parasitárias
A74.5;A00-B99;Doenças infecciosas e parasitárias
A74.6;A00-B99;Doenças infecciosas e parasitárias
A74.7;A00-B99;Doenças infecciosas e parasitárias
A74.8;A00-B99;Doenças infecciosas e parasitárias
A74.9;A00-B99;Doenças infecciosas e parasitárias
A75;A00-B99;Doenças infecciosas e parasitárias
A75.0;A00-B99;Doenças infecciosas e parasitárias
A75.1;A00-B99;Doenças infecciosas e parasitárias
A75.2;A00-B99;Doenças infecciosas e parasitárias
A75.3;A00-B99;Doenças infecciosas e parasitárias
A75.4;A00-B99;Doenças infecciosas e parasitárias
A75.5;A00-B99;Doenças infecciosas e parasitárias
A75.6;A00-B99;Doenças infecciosas e parasitárias
A75.7;A00-B99;Doenças infecciosas e parasitárias
A75.8;A00-B99;Doenças infecciosas e parasitárias
A75.9;A00-B99;Doenças infecciosas e parasitárias
A76;A00-B99;Doenças infecciosas e parasitárias
A76.0;A00-B99;Doenças infecciosas e parasitárias
A76.1;A00-B99;Doenças infecciosas e parasitárias
A76.2;A00-B99;Doenças infecciosas e parasitárias
A76.3;A00-B99;Doenças infecciosas e parasitárias
A76.4;A00-B99;Doenças infecciosas e parasitárias
A76.5;A00-B99;Doenças infecciosas e parasitárias
A76.6;A00-B99;Doenças infecciosas e parasitárias
A76.7;A00-B99;Doenças infecciosas e parasitárias
A76.8;A00-B99;Doenças infecciosas e parasitárias
A76.9;A00-B99;Doenças infecciosas e parasitárias
A77;A00-B99;Doenças infecciosas e parasitárias
A77.0;A00-B99;Doenças infecciosas e parasitárias
A77.1;A00-B99;Doenças infecciosas e parasitárias
A77.2;A00-B99;Doenças infecciosas e parasitárias
A77.3;A00-B99;Doenças infecciosas e parasitárias
A77.4;A00-B99;Doenças infecciosas e parasitárias
A77.5;A00-B99;Doenças infecciosas e parasitárias
A77.6;A00-B99;Doenças infecciosas e parasitárias
A77.7;A00-B99;Doenças infecciosas e parasitárias
A77.8;A00-B99;Doenças infecciosas e parasitárias
A77.9;A00-B99;Doenças infecciosas e parasitárias
A78;A00-B99;Doenças infecciosas e parasitárias
A78.0;A00-B99;Doenças infecciosas e parasitárias
A78.1;A00-B99;Doenças infecciosas e parasitárias
A78.2;A00-B99;Doenças infecciosas e parasitárias
A78.3;A00-B99;Doenças infecciosas e parasitárias
A78.4;A00-B99;Doenças infecciosas e parasitárias
A78.5;A00-B99;Doenças infecciosas e parasitárias
A78.6;A00-B99;Doenças infecciosas e parasitárias
A78.7;A00-B99;Doenças infecciosas e parasitárias
A78.8;A00-B99;Doenças infecciosas e parasitárias
A78.9;A00-B99;Doenças infecciosas e parasitárias
A79;A00-B99;Doenças infecciosas e parasitárias
A79.0;A00-B99;Doenças infecciosas e parasitárias
A79.1;A00-B99;Doenças infecciosas e parasitárias
A79.2;A00-B99;Doenças infecciosas e parasitárias
A79.3;A00-B99;Doenças infecciosas e parasitárias
A79.4;A00-B99;Doenças infecciosas e parasitárias
A79.5;A00-B99;Doenças infecciosas e parasitárias
A79.6;A00-B99;Doenças infecciosas e parasitárias
A79.7;A00-B99;Doenças infecciosas e parasitárias
A79.8;A00-B99;Doenças infecciosas e parasitárias
A79.9;A00-B99;Doenças infecciosas e parasitárias
A80;A00-B99;Doenças infecciosas e parasitárias
A80.0;A00-B99;Doenças infecciosas e parasitárias
A80.1;A00-B99;Doenças infecciosas e parasitárias
A80.2;A00-B99;Doenças infecciosas e parasitárias
A80.3;A00-B99;Doenças infecciosas e parasitárias
